"taskID","weight","patina","site","surface","toSearch","dateDiscoveryMonth","objectType","gridRef","thickness","width","other","composition","optionsAccuracy","associations","Find spot marker","description","collection","dateDiscoveryDay","remarks","dateDiscoveryYear","rightCorner","length","edge","publications","userID","Lon","Lat","inputBy","imageURL"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10546","413","","england [;] derbyshire [;] hindlow","Very deeply encrusted.","buxton, derbyshire","None","Flat Celtd","","12","40","Width: edge 72.5mm; butt 40mm [;] Weight: 413.4 gms","","100","Found with two hammerstones.","Find spot marker","Poor condition.","Bishop Collection B11 [;] The University, Glasgow [;] from Mr. Salt","None","","None","","132","73","","433"," -1.88750333"," 53.22638","Joellen mcGann; Andrew Parkinson","https://farm4.staticflickr.com/3841/14772674349_c823354293_b.jpg"
"10546","413.4","","england [;] derbyshire [;] hindlow","Very deeply encrusted","hindlow derbyshire","None","Hal Celt","","12","edge 72.5 [;] butt 40","","","10000","Found with two hammerstones","Find spot marker","Poor condition","Bishop Collection B11 [;] The University Glasgow [;] from Mr Salt","None","","None","d","132","","","581"," -1.85409646"," 53.21290","Joellen mcGann; Andrew Parkinson","https://farm4.staticflickr.com/3841/14772674349_c823354293_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10547","31.53","","england, derbyshire, middleton by youlgreave, in a small barrow called borther low","","middleton derbyshire","9","miiature flat axe","","5","15 butt 19 centre","","","1000","found in a barrow with a skeleton, burnt flint arrow head, pair of teeth of fox or dog, and pieces of a plain coarse urn","Find spot marker","","Sheffield Museum [;] J.93,479 [;] Bateman Collection","None","","1843","d","45","28","Bateman, T. Vestiges of the Antiquities of Derbyshire.418 [;] Abercromby, J. Bronze Age Pottery. i.57 [;] Evans,J. Ancient Bronze Implements,42 [;] Geographical Journal (aug[ust] and sept[ember] 1912) 308","482"," -1.55661793"," 53.11850","scruffyarcher; Andrew Parkinson","https://farm4.staticflickr.com/3911/14956246671_9aef160511_b.jpg"
"10547","31.5","","england [;] derbyshire [;] middleton by youlgreave [;] in a small barrow called borther low [;] 4 september 1843","","youlgreave derbyshire","9","Miniature Flat Axe","","5","edge 28 [;] centre28 [;] butt 15","Bateman, in 'Vestiges of the Antiquities of Derbyshire'. 48. describes it as about two south of Middleton by Youlgreave.","","1000","Found in a barrow with skeleton, burnt flint arrow head, pair of teeth of fox or dog, pieces of a plain coarse urn.","Find spot marker","","Sheffield Museum [;] J.93,479. [;] Bateman Collection","4","","1843","d","45","28","Bateman, T. Vestiges of the Antiquities of Derbyshire. 48 [;] Abercromby, J. Bronze Age Pottery. i. 57 [;] Evans, J. Ancient Bronze Implements. 42. [;] Geographical Journal (Aug and Sept. 1912) 208 [;] Sheffield Museum Catalogue of Bateman Antiquities (1899) p.83 [;] D.A.J. LXXV (1955) p.113.","581"," -1.71088470"," 53.13770","scruffyarcher; Andrew Parkinson","https://farm4.staticflickr.com/3911/14956246671_9aef160511_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10548","","Dark green patina.","england [;] derbyshire [;] newton grange [;] in moot low barrow, near dovedale [;] june 2, 1845","","dovedale, derbyshire","6","Flat Axe","","10","23","Width: butt 23mm; centre 31mm; edge 72mm [;] Thickness: centre 10mm","","100","Found in a barrow with a contracted skeleton enclosed in a cist.","Find spot marker","","Sheffield Museum [;] J.93.477 [;] Bateman Collection","2","","1845","d","128","72","Bateman, T., Vestiges of the Antiquities of Derbyshire, 68. [;] Sheffield Museum Catalogue, p. 75, No. 18 [;] Abercromby, J. Bronze Age Pottery, i. 57 [;] Evans, J. Ancient Bronze Implements, 44 [;] Geographical Journal (Aug + Sept, 1912) 308 [;] D.A.J. LXXV (1955) p. 113.","433"," -1.78876010"," 53.07233","Joellen mcGann; scruffyarcher","https://farm4.staticflickr.com/3898/14772674169_130264d5fa_b.jpg"
"10548","","dark green","england, derbyshire, newton grange, 1a moot low barrow, near dovedale","","dovedale newton grange","6","Flat Axe","","10","23 butt 31 centre","","","100","found in a barrow with a contracted skeleton enclosed in a cist","Find spot marker","","Sheffield Museum [;] J. 93. 477 [;] Bateman Collection","2","","1845","d","128","72","Bateman, T. Vestiges of the Antiquities of Derbyshire.68 [;] Sheffield Museum Catalogue. p 75 no 18 [;] Abercromby. J Bronze Age Pottery i 57 [;] Evans J Ancient Bronze Implements 44 [;] Geographical Journal (Aug[ust] and Sept[ember]1912) 308 [;] D,A.J. LXXV (1955) p113","482"," -1.78876010"," 53.07233","Joellen mcGann; scruffyarcher","https://farm4.staticflickr.com/3898/14772674169_130264d5fa_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10549","","","england [;] derbyshire [;] parwich [;] parwich moor","","parwich, derbyshire","None","Flat Celt","SK 18 54","","55","Width: edge 94mm; butt 55mm","","1000","","Find spot marker","","British Museum 1964.12-6.12 [;] Dr. C. T. Trechman [;] Hudworth Tower, Castle Eden, Co. Durham.","None","","None","d","177","94","","433"," -1.72054620"," 53.08730","Joellen mcGann","https://farm6.staticflickr.com/5577/14956246431_004a936758_b.jpg"
"10549","","","england, derbyshire, parwich, parwich moor","","parwich, derbyshire","None","Flat Cely","SK 18/54","","butt 35","Top Right Corner: I have put in the info on the card. [;] The reference to British Museum might belong in the Collection box..","","1000","","Find spot marker","","Dr. C.T. Trechman [;] Hudworth Town [;] Castle Eden [;] Co. Durham","None","","None","British Museum 1964 12 - 6 12 d","177","94","",," -1.72054620"," 53.08730","Joellen mcGann","https://farm6.staticflickr.com/5577/14956246431_004a936758_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10550","347","Dark green patina","england [;] derbyshire [;] parwich [;] in a plantation called [?shultlestone] on parwich moor [;] 3 june 1848","Corroded. One side bears the impression of fern leaves.","parwich, derbyshire","6","Flat Axe","","13","27","Width: butt 27mm; centre 37mm; edge 85mm [;] Thickness: centre 13mm","","1000","In a barrow with contracted inhumation, associated with bronze dagger (93,448), a jet bead and a circular flint.","Find spot marker","","Sheffield Museum [;] J. 93,473 [;] Bateman Collection","3","","1848","d","138","85","Journ. Brit. Arch vii. (1852) 216-217. [;] Bateman, T. Ten Years Digging; 34-5. [;] Abercromby, J. Bronze Age Pottery, i. 57. [;] Archaeologia, XLiii, 445 [;] Geographical Journal (Aug. + Sept 1912), 308. [;] D.A.J. (1955), p. 112 [;] Catalogue of Bateman Antiquities (S.C.M. 1899), p. 82.","433"," -1.72054620"," 53.08730","Joellen mcGann","https://farm4.staticflickr.com/3894/14772746428_72ca31a72f_b.jpg"
"10550","347","Dark green","england, derbyshire, parwich, in a plantation called shuttlestone on parwich moor. 8th june 1848","corroded. one side bears the impression of fern leaves.","parwich","None","Flat Axe","","(centre) 13","(butt) 27 (centre) 37","","","10000","In a barrow with contracted inhumation, associated with bronze dagger (93, 448), a jet bead and a circular flint.","Find spot marker","","Sheffield Museum [;] J. 93, 473. [;] Bateman Collection","None","","1848","d","138","85","Journ. Brit. Arch. Ass. vii. (1852) 216-217. [;] Bateman, T. Ten Years Digging. 34-5. [;] Abercromby, J. Bronze Age Pottery. i. 57. [;] Archaeologia. xliii. 44""[...]"". [;] Geographical Journal (Aug & Sept 1912) 308. [;] D.A.J.(1955) p.112. [;] Catalogue of Bateman Antiquities (S.C.M. 1899) p.82.",," -1.73348828"," 53.10579","Joellen mcGann","https://farm4.staticflickr.com/3894/14772746428_72ca31a72f_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10551","454","Dark green patina","england [;] derbyshire [;] youlgreave [;] at mill field [;] 1848","","youlgreave, derbyshire","None","Flat Axe","","12","31","Width: butt 31mm; centre 43mm; edge 75mm [;] Thickness: centre 12mm [;] Weight: 453.5 gms","","1000","","Find spot marker","","Sheffield Museum [;] J. 93, 476She","None","","1848","d","124","75","Sheffield Museum Catalogue (1899), p. 82 [;] Geographical Journal (Aug + Sept 1912) 308 [;] D.A.J. LXXV (1955), p. 113","433"," -1.68599380"," 53.17548","Joellen mcGann","https://farm6.staticflickr.com/5572/14936356096_6e9464fcd2_b.jpg"
"10551","453.5","Dark green","england, derbyshire, youlgreave, at mill field. 1848.","","youlgreave","None","Flat Axe","","(centre) 12","(butt) 31 (centre) 43","","","1000","","Find spot marker","","Sheffield Museum [;] J. 93, 476. [;] Bateman Collection","None","","1848","d","124","75","Sheffield Museum Catalogue. (1898) p.82. [;] Geographical Journal. (Aug & Sept, 1912). 308. [;] D.A.J. lxxv (1955) p.113.",," -1.68599380"," 53.17548","Joellen mcGann","https://farm6.staticflickr.com/5572/14936356096_6e9464fcd2_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10552","325","Green patina.","england [;] devonshire [;] bridestowe [;] burley camp","Surface much corroded, especially on left face.","bridestowe, devonshire","None","Flat Celt","","14","32","Width: butt 32mm; edge 59mm","","1000","","Find spot marker","","Plymouth Municipal Museum [;] 379 [;] Given by Rev. S. Baring-Gould","None","","None","d","111","59","","433"," -4.10386810"," 50.68613","Joellen mcGann","https://farm4.staticflickr.com/3863/14959355225_4cd03781b0_b.jpg"
"10552","325","Green","england, devonshire, bridestowe, burley camp","","burley camp, bridestowe, devon","None","Flat Celt","","14","(butt) 32 ","","","100","","Find spot marker","Surface much corroded, especially on left face.","Plymouth Municipal Museum [;] 379. [;] Given by Rev. S. Baring-Gould.","None","","None","d","111","58","",," -4.12691364"," 50.67166","Joellen mcGann","https://farm4.staticflickr.com/3863/14959355225_4cd03781b0_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10553","600.29","green","england [;] devonshire [;] drewsteignton","Somewhat rubbed and scratched.","drewsteignton","None","Flat Celt","","9","","Under ""Flat Celt"" is written ""Not found 1974""","","1000","","Find spot marker","","Exeter Museum (No. 4308). Given by Geo. Pousford Esq. of Drewsteignton to [...] Parkes, of St Leonard, w. Exeter, who gave it to Rev. H. T. Ellacombe, by whom it was presented to the Museum in 1879.","None","","None","b","168","edge 96; butt 41","","541"," -3.79011160"," 50.70463","Tim Mudie","https://farm6.staticflickr.com/5563/14958999882_0c01b88727_b.jpg"
"10553","600.2","green","england, devonshire, drewsteignton","","drewsteignton","None","Flat Celt","","9","(butt) 41","At the top, there is a comment Not found ","","10000","","Find spot marker","Somewhat rubbed and scratched.","Exeter Museum (No. 4308) [;] Given by Geo. Ponsford Esq. of Drewsteignton, to Mr. Parker, of St. Leonard, nr. Exeter, who gave it to Rev. H.T. Ellacombe, by whom it was presented to the museum in 1879.","None","","None","b","168","96","",," -3.79011160"," 50.70463","Tim Mudie","https://farm6.staticflickr.com/5563/14958999882_0c01b88727_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10554","401.09","brown","england [;] devonshire [;] nr. cullompton","rubbed in places","cullompton","None","Flat Celt","","10","","","","10000","","Find spot marker","Apparently bent by hammering.","Exeter Museum No. 84.8.2. [;] purchased","None","Found in a field and afterwards injured by finder in his endeavour to identify the metal.","None","d","139","Edge 86, butt 25","","541"," -3.39277290"," 50.85790","Tim Mudie","https://farm4.staticflickr.com/3891/14772814177_cd159fa6d5_b.jpg"
"10554","401.09","brown","england, devonshire, nr. cullompton, found in a field","rubbed in places","cullompton","None","Flat Celt","","10","(butt) 25","","","10000","Apparently bent by hammering","Find spot marker","","Exeter Museum No. 84. 8. 2. [;] purchased [;] ","None","Found in a field & afterwards injured by finder in his endeavour to identify the metal.","None","d","139","86","",," -3.35329078"," 50.86549","Tim Mudie","https://farm4.staticflickr.com/3891/14772814177_cd159fa6d5_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10555","500.5","reddish","england [;] devon [;] roborough? - possibly in fact halberton, rowridge farm nr. tiverton (see separate card) [;] not found sep. 74.","corroded","halberton","None","Flat Axe","","11","73","","","1000","","Find spot marker","Sharp butt, squared sides, rectangular section","Royal Albert Memorial Museum, Exeter [;] 5/12/33? - This number does not inentify with a flat axe in the registers. Most likely that this axe is in fact that from Halberton - Exeter Museum 1936/38, on loan to Tiverton Museum since 1960 - info Susan Pearce 16/6/78","None","","None","C","130","",""," 64"," -3.40983250"," 50.90670","Hugh Fiske","https://farm6.staticflickr.com/5575/14959354815_82bbd025ec_b.jpg"
"10555","500.5","reddish","england, devon, roborough ? - possibly in fact halberton, rowridge farm, nr. tiverton, (see seperate card)","corroded","rowridge farm, halberton","None","Flat Axe","","11","73","In view of the comments on the card about the site, I have georeferenced Halberton. [;] There is a box with a note: Not found Sep. 74.","","1000","","Find spot marker","Sharp butt, squared sides, rectangular section.","Royal Albert Memorial Museum, Exeter. [;] 5/12/33? - This number does not identify with a flat axe in the registers. most likely that this axe is, in fact, that from Halberton - Exeter Museum 1936/38, on loan to Tiverton Museum since 1960 - info. Susan Pearce 16/6/78.","None","","None","c","130","","",," -3.43704083"," 50.89343","Hugh Fiske","https://farm6.staticflickr.com/5575/14959354815_82bbd025ec_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10556","106.3","","devon [;] south brent [;] corringdon farm [;] found before 1932 in an old lane leading down from the moor under corringdon ball, at about 800' o.d. after heavy winter floods had torn up the roadway (a) [;] gr based on the point at which a major trackway crosses the 800 foot contour immediately to the south of the hill top corringdon ball. this places findspot close to corringdon farm which ties in with the site description annotated on the sketch by dr. woods (b)","","south brent","None","FLAT AXE","c. SX 677 605","","","Modern card, fields do not match data entry template, weight given as 3 3/4 oz. [;] ","","1000","8. SINGLE FIND","Find spot marker","","FRENCH, Mr Hermon - private [;] Watergate, Widecombe-in-the-Moor, Devon.","None","","None","","90","","a) Proc. Devon Arch. Exploration Soc. I (1929-32), 74 no. 3 [;] b) Sketch with details by Dr. J.A. Woods (DF)"," 64"," -3.87066117"," 50.43203","Hugh Fiske","https://farm4.staticflickr.com/3873/14958999262_0b381571d8_b.jpg"
"10556","106.3","","devon, south brent, corringdon farm","","corringdon farm, south brent, devon","None","Flat Axe","c. SX 677/605","","","The card contains boxes with info. as follows:- [;] Circumstances: Found before 1932 in an old lane leading down from the moor under Corringdon Ball, at about 800 feet O.D. after heavy winter floods had torn up the roadway (a) [;] GR based on the point at which a major trackway crosses the 800 foot contour immediately to the south of the hilltop Corringdon Ball. This places findspot close to Corrindon Farm which ties in with the site description annotated on the sketch by Dr. Woods (b) [;] Context: 8. Single find. [;] Weight converted from ozs. [;] ","","1000","","Find spot marker","","French, Mr. Hermon - Private [;] Watergate, Widdecombe-in-the-Moor, Devon.","None","","None","","90","","a) Proc. Devon Arch. Exploration Soc. I (1929-32), 74 no.3. [;] b) Sketch with details by Dr. J.A. Woods (DF) [;] ",," -3.86006108"," 50.42558","Hugh Fiske","https://farm4.staticflickr.com/3873/14958999262_0b381571d8_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10557","204.16","brown & green","england [;] devonshire [;] southleigh. [;] e ditch of lane from cross dyke to blackbury castle, 220 yards n. of exeter to lyme road: may 1872.","scratched & rubbed","southleigh devon","5","Flat Celt","","8","(edge) 59; (butt) 26","","","100","At a quarter of a mile W of 10th milestone on the Lyme & Exeter road, there is a lane running N. It connects the Cross Dyke with Blackbury Castle. The Celt was dug up in the E. or right hand ditch at about 220 yds down the lane in May 1872 by Mr Carter, landlord of the Three Horseshoes Inn, who sold it to the donor as above.","Find spot marker","","Exeter Museum (No. 400) [;] Presented by the late N.S. Heineken Esq, 2nd Aug 1872","None","","1872","d","115","","Trans. Devon Assoc: Vol V p82 (1872)"," 64"," -3.12888830"," 50.71530","Hugh Fiske; Elaine Dale","https://farm6.staticflickr.com/5559/14936355536_9af7d561d4_b.jpg"
"10557","204.16","brown & green","england [;] devonshire [;] southleigh [;] e ditch of lane from cross dyke to blackbury castle, 201m n. of exeter & lyme road: may 1872","scratched & rubbed","southleigh, england","5","Flat Celt","","8","(butt) 26","","","10000","At a quarter of a mile W of 10th milestone on the Lyme & Exeter road, there is a lane running N. It connects the Cross Dyke with Blackbury Castle. The Celt was dug up in the E or right hand ditch at about 201m down the lane in May 1872 by M. Carter, landlord of the Three Horseshoes Inn, who sold it to the donor as above.","Find spot marker","","Exeter Museum (No. 400) [;] Presented by the late N.S. Heineken Esq, 2nd Aug 1872","None","","1872","d","115","59","Trans: Devon. Assoc: Vol V p82 (1872)","226"," -3.12442510"," 50.73486","Hugh Fiske; Elaine Dale","https://farm6.staticflickr.com/5559/14936355536_9af7d561d4_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10558","498","Dark brown","england [;] devon [;] nr tiverton [;] rowridge farm","Slightly corroded","halberton","None","Flat Axe","","","","","Copper (?)","1000","","Find spot marker","Faces not quite opposite","Property of Mr Mark Britton, [;] Rowridge Farm [;] nr Tiverton [;] Exeter Museum 1936/38 [;] On loan to Tiverton Mus. since 1960","None","Submitted by Mr. Britton 21.7.1952 along with flint impts. found on farm [;] - original sketch in DF (unsorted section) [added in pencil]","None","C","","",""," 64"," -3.40983250"," 50.90670","Hugh Fiske; Elaine Dale","https://farm6.staticflickr.com/5589/14772678450_edca2c3dfd_b.jpg"
"10558","498","dark brown","england [;] devon [;] w. tiveton [;] rowridge farm","slightly corroded","west tiverton, england","None","Flat Axe","","","","","Copper (?)","10000","","Find spot marker","Faces not quite opposite","Property of Mr. Mark Britton [;] Rowridge Farm [;] W. Tiverton [;] Exeter Museum 1936/38 [;] On loan to Tiverton Mus. since 1960","None","Submitted by Mr. Britton 21.7.1952 along with flint impts. found on farm. [;] original sketch in DF (unsolved section)","None","c","","","","226"," -3.48919450"," 50.90274","Hugh Fiske; Elaine Dale","https://farm6.staticflickr.com/5589/14772678450_edca2c3dfd_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10559","","","possibly dorset","","","None","FLAT AXE","","","","","","1000","","Find spot marker","Circumstances: CROSS-REFERENCE CARD [;] Alt. Site: See Unprovenanced.","DAME, Mr J.M. - private","None","","None","","","",""," 64"," -3.27657530"," 54.70235","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3892/14772673129_4b3a830551_b.jpg"
"10559","","","possibly dorset","","dorset england","None","Flat Axe","","","","no measurements, descriptions, or associations listed. No bibliography. Card referred to as cross- reference card. Not even a drawing!","","10000","","Find spot marker","","Private, [;] Dame, Mr JR","None","","None","","","","","482"," -2.33333300"," 50.75000","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3892/14772673129_4b3a830551_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10560","","","dorset [;] bere regis [;] muddox barrow, near","","bere regis","None","FLAT AXE","c. SY 852 966","","","","","1000","","Find spot marker","","DORCHESTER MUSEUM 0.51.1 [;] with the general collection in 1900","None","","None","","","","Grinsell 1959, 88 no. 10 [;] Moule 1900, 50 Br. 3 [;] Crawford 1912, 308"," 64"," -2.21713507"," 50.76358","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm6.staticflickr.com/5587/14772813707_c03f5873ba_b.jpg"
"10560","","","england [;] dorset [;] bere regis [;] muddox barrow, near","","muddox barrow, england","None","Flat Axe","c. SY 852 966","","","","","100","","Find spot marker","","Dorchester Museum O.51.1 [;] with the general collection in 1900","None","PI, CI, SI","None","","","","Grinsell 1959, 88 no. 10 [;] Moule 1900, 50 Br. 3 [;] Crawford 1912, 308","433"," -2.21129130"," 50.77018","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm6.staticflickr.com/5587/14772813707_c03f5873ba_b.jpg"
"10560","","","dorset, bere regis, near muddox barrow","","bere regis dorset","None","Flat Axe","SY 852 966","","","No measurements,descriptions, associations given. But there is a drawing!","","1000","","Find spot marker","","Dorchester Museum 0.51.1 [;] with the general collection in 1900","None","","None","","","","Grinsell 1959, 88 no.10 [;] Movle 1900, 50, Br S [;] Crawford 1918, 308","482"," -2.21848690"," 50.75523","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm6.staticflickr.com/5587/14772813707_c03f5873ba_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10561","","Green patina, filed off","england [;] dorset [;] bere regis [;] near muddox barrow","much pitted","bere regis","None","Flat Celt","","10","(butt) 24; (edge) 43","","","1000","","Find spot marker","","Dorchester Museum [;] Tbr.3. [;] 0.51.1","None","","None","d","109","",""," 64"," -2.21707069"," 50.76370","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm4.staticflickr.com/3899/14956245491_ef67105380_b.jpg"
"10561","","Green patina, filed off","england [;] dorset [;] bere regis [;] near muddox barrow","Surface much pitted","muddox barrow","None","Flat Celt","","10","24","Width: butt 24mm; edge 43mm","","100","","Find spot marker","","Dorchester Museum [;] Br. 3 [;] O.51.1","None","","None","d","109","43","","433"," -2.21129130"," 50.77018","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm4.staticflickr.com/3899/14956245491_ef67105380_b.jpg"
"10561","","green patina, filed off; surface much pitted","england, dorset, bere regis, near muddox barrow","","muddox barrow bere regis","None","Flat Celt","","10","24","","","100","","Find spot marker","","Dorchester Museum [;] 73r.3. [;] 0.51.1","None","","None","d","109","48","","482"," -2.21129130"," 50.77018","Hugh Fiske; Joellen mcGann; scruffyarcher","https://farm4.staticflickr.com/3899/14956245491_ef67105380_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10562","","","dorset, ?langton (which?) [;] langton farm","","","None","FLAT AXE frag.","","","","","","1000","","Find spot marker","","B.M. 92. 9-1 306","None","","None","","","",""," 64"," -3.27657530"," 54.70235","Hugh Fiske; Joellen mcGann","https://farm6.staticflickr.com/5585/14959354025_03908a72ce_b.jpg"
"10562","","","england [;] dorset [;] langton (which?) [;] langton farm","","langton farm, dorset","None","Flat Axe Fragment","","","","","","100","","Find spot marker","","British Museum 92.9-1.306","None","","None","","","","","433"," -2.14620343"," 50.85193","Hugh Fiske; Joellen mcGann","https://farm6.staticflickr.com/5585/14959354025_03908a72ce_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10563","","","dorset [;] thorncombe [;] broom gravel pits [;] probably found about june 1910","","thorncombe dorset","6","FLAT AXE","ST 32 02","","","","","1000","","Find spot marker","","DORCHESTER MUSEUM 1920.2.1 [;] presented by Mr Pass, Oct. 1920","None","","1910","","","","Dorchester Mus, MS cat of bronzes, no. 312"," 64"," -2.88615010"," 50.82665","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3884/14936354946_68daa49951_b.jpg"
"10563","","","dorset, thorncombe, broom gravel pits",""," thorncombe dorset","6","Flat Axe Fragment","ST 32 02","","","no measurements, descriptions or associations given, but there is a drawing","","1000","","Find spot marker","","Dorchester Museum 1920.2.1 [;] Presented by Mr Pass, Oct. 1920","None","","1910","","","","Dorchester Museum, MS catalogue of bronzes,no. 312","482"," -2.88615010"," 50.82665","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3884/14936354946_68daa49951_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10564","368.55","dark green, stained black & brown","?hawkchurch [;] locality unknown","one face slightly pitted","","None","Flat Celt","","10","edge 96. middle 42","","","1000","","Find spot marker","Edge half only. Corner of edge broken.","Dorchester Museum [;] 312 [;] donor Mr Pass 1920","None","","None","","94","",""," 64"," -3.27657530"," 54.70235","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3892/14956245261_6b5cf7b3d8_b.jpg"
"10564","368.55","Dark green, stained black and brown","locality unknown, hawkchurch?","One face slightly pitted","","None","Flat Celt","","10","42","","","1000","","Find spot marker","Edge half only. Corner of edge broken.","Dorchester Museum 312 [;] Donor Mr Pass 1920","None","","None","","94","96","","482"," -3.27657530"," 54.70235","Hugh Fiske; scruffyarcher","https://farm4.staticflickr.com/3892/14956245261_6b5cf7b3d8_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10565","202","","dorset, west stafford, mount pleasant henge","","west stafford dorset","None","Flat Axe","SY 710 899","","","Apparently the composition has been determined by a metallurgist in a lab test, Analyst is given as Res. Lab,The bibliography for this is given as File no. 3086 ","Cu.91.0, Sa 8.62, Fe 0.11, Ag0.06,Ng 0.04, Co o.02, Col 0.09","1000","","Find spot marker","","Dorchester Museum","None","","None","","120.5","66","","482"," -2.38608300"," 50.70440","scruffyarcher","https://farm6.staticflickr.com/5558/14772813217_7d3a00920d_b.jpg"
"10565","202","","dorset, west stafford, mount pleasant henge","","west stafford, dorset","None","Flat Axe","c. SY 710 / 899","","","Other dimension: H fg. 0.5 [;] Context box: 8a. Single find(s) [;] Metallurgy: Res. Lab. File no. 3086","Cu. 91.0 Sn 8.62 Fe 0.11 Ag 0.06 Ni 0.04 Cr. 0.02 Cd. 0.09","1000","","Find spot marker","","Dorchester Museum","None","","None","","120.5","66","",," -2.38679110"," 50.70437","scruffyarcher","https://farm6.staticflickr.com/5558/14772813217_7d3a00920d_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10566","","","dorset, west stafford, mount pleasant","shiny brown- black with bright green corrosion"," west stafford dorset","None","flat Axe","","","66","","","1000","from the henge monument (neo- beaker)","Find spot marker","","","None","","1970","","121","","","482"," -2.38679110"," 50.70437","scruffyarcher; Andrew Parkinson","https://farm6.staticflickr.com/5562/14958998452_6ab847bf9b_b.jpg"
