"userID","taskID","dateOfObject","dateOfLevel","description","level","excNumber","comments","materials","regNumber","date","photoNumbers","objectType","unit","size","imageURL","imageTitle","fullname"
580,62447,"""Pre-christian""(probably pre x-gp)","","Found 6. 2. 1984
Three-dimensional join of strips of palm rib.
Greatest length is two pairs of strips. Across it at right angles, 3 strips in line. At right angles (from spectator, directly away) two strips in line, now much broken.
Apart from these last, the other pieces may be full original length.
Tied  with (what is probably a single length of) s-ply , s-spun flax, partly 2-cabled (pre-christian [...] nettle adams) (and there is little flax in x-gp)
All original pieces seem to be still present
Not very strong, purpose unclear, could be a discarded join from which re-usable bits cut off - but why not just cut the string?
Later compare a (Bosnian, was it?) ""food whisk"" of wood with 2 sets of cross-pieces. Note similar cut - or wear-pattern at the end of this one - ends are at an angle, not cut off flat at 90°.
Cf also 86. 1. 1/54","1","145","","Palm and flax","","85. 12. 20.","86F 80/24-25 (top left); 88F 8/16-17; Probably 84F 111/31-32 (last)","Food whisk (?) fragment","1009 Pit","8.7 x 6.2 x 4.7 surviving","https://www.flickr.com/photos/115096994@N02/27100063662","QasrIbrim85.12.20.161","Denis Antoine"
677,62447,"","","Found 6.2.1984. Trace-ornamental join of strips of paint rib. Greatest length is two pairs of strips. Across it at right money, 3 strips in line, at right angles (from spectator, direction accross) two strips in line, now much muken. Apart from these last, the other piegst may be full original length. Tied with (what is probably a single length) of 8 ply, 1 spun-flax, probably 2-cabled (:. pre-cariken 122 mothe adame) (and there is little play in n .gp). All original pieces stem to as ism prtyms not very strong, purple unclear, could be a discarded jon from which re-usable but cut off - but was not just cut the string? Later complete & (between, not it?) food whisk of wood with 2 s2ts of cross-pieces, more similar cat - or were-pattern at the end if this one - urds are at an angle, not cut off flat at 90. cf aled 86. 1.1/54. 1:1. side. shka. end. flour.      ","1","145","Some of the handwriting was difficult to decipher. I made my best possible judgement. ","Paur and flax.","","85.12.20","86F 80/24-25 (Top right). 88F8/ 16-17. Probos P4F 111/ 21-22 (left). ","Food whisk (?) Fragment. ","1009 Pit","8.7 x 6.2 x 4.7 cms. surviving. ","https://www.flickr.com/photos/115096994@N02/27100063662","QasrIbrim85.12.20.161","Michael George Adams"
1250,62447,"""pre-Christian"" (probably pre X-GP)","","Found 6.2.1984. Three-dimensional join of strips of palm rib. Greatest length is two pairs of strips. Across it at right angles , 3 strips in line. At right angles (from spectator, directly away) two strips in line, now much broken. Apart from these last, the other pieces may be full original length. Tied with (what is probably a single length of) 8-ply, s-spun flax, partly 2-cabled (∴pre-Christian Nettle Adams) (and there is little flax in X-GP). All original pieces seem to be present. Not very strong, purpose unclear. Could be a discarded join from which re-usable bits cut off - but why not just cut the string? Later compare a (Bosnian, was it?) ""Food whisk"" of wood with 2 sets of cross-pieces. Note similar cut - or wear-pattern at the end of this one - (transcriber's note - illegible word - fronds?) are at an angle, not cut off flat at 90° ","1","145","","Palm and flax","","85.12.20","86F80/24-25 (top left) 88F8/16-17 Probably 84F111/31-21 (lost)","Food whisk (?) fragment ","1009 PIT","8.7 x 6.2 x 4.7 surviving cms ","https://www.flickr.com/photos/115096994@N02/27100063662","QasrIbrim85.12.20.161",
580,62448,"","","Found 6. 2. 1984
Piece of sandstone. One surface has concavity along centre, in which are traces of white plaster. The other faces are much cleaner, with more powdery traces of same plaster except that flat area opposite concavity has none.
No idea what it was.","1","146","","Sandstone","","85. 12. 20.","88F 17/15A-17A (left); 86F 80/24-25(bottom left); Probably 84F 111/31-32 (last)","Fragment of unknown object","1009 Pit","5.9 x 5.5 x 2.8 cms","https://www.flickr.com/photos/115096994@N02/27162464026","QasrIbrim85.12.20.163","Denis Antoine"
677,62448,"","","Found 6.2.1984.
Piece of sandstone, one surface has concavity along centre, in which are traces of white plaster, the other faces are much cleaner, with more poudery traces of same plaster except that flat area opposite concavity has none. No idea what it was. Appaver sav-cur. A. Top. Break? B. A. plaper adhering in lem. B. Appaent sau cut.    ","1","146","Some of the handwriting was difficult to decipher. I made my best possible judgement. ","Sandstone","","85.12.20","88F17/ 15A-17A (left). 86F 80/24-25 (bottom left). Probably 84F 111/ 31-32 (lost) ","Fragment of unknown object","1009 Pit","5.9 x 5.5 x 2.8 cms.","https://www.flickr.com/photos/115096994@N02/27162464026","QasrIbrim85.12.20.163","Michael George Adams"
1250,62448,"","","Found 6.2.1984. Piece of sandstone. One surface has concavity along centre, in which are traces of white plaster. The other faces are much cleaner, with more powdery traces of same plaster except that flat area opposite concavity has none. No idea what it was.","1","146","","Sandstone","","85.12.20","88F17/15A-17A (left) 86F80/24-25 (bottom left) Probably 84F111/31-32 (lost)","Fragment of unknown object","1009 PIT","5.9 x 5.5 2.8 cms","https://www.flickr.com/photos/115096994@N02/27162464026","QasrIbrim85.12.20.163",
580,62449,"","","Part of rib of large animal, perhaps cow. One end a break, one end rounded. Very light natural curvature. The concave surface is smoothed and polished, and the edges and end are rounded. The other surface is matt.
Peter Rowley-Conwy confirms identification of animal and fact that the bone has been worked and used.
Found 22. 1. 1984
See also 85.12.20/148
Small pieces detached, glued back.
In F.O.S., Cambridge","5","147","","Bone","(None)","85. 12. 20.","86F 80/13-14; 84F 117/13A-14A; 88F 24/13A-14A","Polisher (?)","Palza 357","Length 5.3 cms; width 2.4 cms; thickness 0.4 (max)","https://www.flickr.com/photos/115096994@N02/27100062142","QasrIbrim85.12.20.165","Denis Antoine"
677,62449,"","","Part of rib of large animal, perhaps cow. One end a break, other end rounded. Very slight natural curvature, the slightly concave surface is smoothed and polished, and the edges and end are rounded. The other surface is matt. Peter Rowley-Conny confirms identification of animal and fact that the bone has been worked and used. Found 22.1.1984. See also 85.12.20/148. Small piece detached, glued back. In F.O.S., Cambridge.   ","5","147","","Bone.","(none)","85.12.20","86F 80/ 13-14. 84F 117/ 13A-14A. 88F 24/ 13A-14A.   ","Polisher (?)","Plaza 357","Length 5.3cms. Width 2.4cms. Thickness 0.4 (max). ","https://www.flickr.com/photos/115096994@N02/27100062142","QasrIbrim85.12.20.165","Michael George Adams"
1227,62449,"","","PART OF RIB OF LARGE ANIMAL, PERHAPS COW.[;] ONE END A BREAK. THE OTHER END ROUNDED. [;] VERY SLIGHT NATURAL CURVATURE. THE SLIGHTLY [;] CONCAVE SURFACE IS SMOOTHED AND POLISHED, [;] AND THE EDGES  AND END ARE ROUNDED. THE [;] OTHER SURFACE IS MATT. [;] PETER ROWLEY-CONWY CONFIRMS IDENTIFICATION [;] OF ANIMAL AND FACT THAT THE BONE HAS BEEN WORKED AND USED. [;] FOUND 22.1.1984 [;] SEE ALSO 85.12.20/148 [;] SMALL PIECE DETACHED, GLUED BACK. [;] IN F.O.S., Cambridge","5","147","","BONE","(NONE)","85.12.20","86F 80/13 - 14 [;] 84F 117/13A - 14A [;] 88F 24/13A - 14A","POLISHER (?)","PLAZA 357","LENGTH 5.3CMS [;] WIDTH 2.4 [;] THICKNESS 0.4 (MAX)","https://www.flickr.com/photos/115096994@N02/27100062142","QasrIbrim85.12.20.165",
580,62450,"","","Date of finding not recorded, from bone bag, 1984.
Piece of rib bone of large animal, pehaps cow.
Apparently complete. One end carved into a point; the other cut to an approx. rounded shape, one deep and one shallow knife-cut visible near end.
Some curvature in both dimensions. Both surfaces polished, except where  convex surface thinned down to core to make point.
See also 85.12.20/147, and especially 85.12.20/160
In F.O.S., Cambridge","4","148","","Bone","(None)","85. 12. 20.","88F 24/11A-12A; 86F 80/26-27; Not photographed in 1984","Boring tool","Plaza 357 East Section","Length 6.9 cms; width 1.9 cms; Thickness 0.6 cms max","https://www.flickr.com/photos/115096994@N02/26590936273","QasrIbrim85.12.20.167","Denis Antoine"
658,62450,"","","Date of finding not recorded, from Bone Bag 1984.
Piece of rib bone of large animal, perhaps cow. Apparently complete. One end carved into a point: the other cut to an approx. rounded shape, one deep and one shallow knife-cut visible near end.
Some curvature in both dimensions. Both surfaces polished, except where convex surface thinned down to core to make point.
See also 85.12.20/147, and especially 85.12.20/160.","4","148","","Bone","(None)","85.12.20","","Boring Tool","Plaza 357","Length 6.9 cms, Width 1","https://www.flickr.com/photos/115096994@N02/26590936273","QasrIbrim85.12.20.167","Susan Magyarody"
677,62450,"","","Date of finding not recorded, from bone bag, 1984. Piece of rib bone of large animal, perhaps cow. Apparently complete. One end carved into a point: The other cut to an approx, rounded shape, one deep and one shallow knife-cut visible near end. Some curvature in both dimensions. Both surfaces polished, except where conva surface thinned down to core to make point. See also 85.12.20/ 147, and especially 85.12.20/ 160. In F.O.S., Cambridge. 1:1. A. B. A. 2 knife cuts. A. B. A. Unpolished (core) section. B. B.      ","4","148","","Bone","(none).","85.12.20","88F 24/ 11A-12A. 86F 80/ 26-27. Not photographed in 1984. ","Boring Tool.","Plaza 357. East Section. ","Length 6.9 cms. Width 1.9 cms. Thickness 0.6 cms max.","https://www.flickr.com/photos/115096994@N02/26590936273","QasrIbrim85.12.20.167","Michael George Adams"
433,62451,"","","Found March 1984. Length of round-section, slightly tapering, black and white mottled stone. Narrow end if a bread, wide end is original and flat. Apparently lathe turned, five parallel scratches being visible around it along entire length 'sides' and end both polished though now only intermittently surviving. Appears to be part of object, too careful for mere drill-core.","4","149","","(Sand?)-Stone","","85.12.20","84F 115/10A; 88F 24/5A-6A","Fragment of Unknown Object","On ""Mainland"" near Qasr Ibrim","Length 2-7 cms. Dia. narrow end 1.2 cms; wide end 1.3 cms","https://www.flickr.com/photos/115096994@N02/27126914071","QasrIbrim85.12.20.169","Joellen mcGann"
580,62451,"","","Found March 1984.
Length of round-section, slightly tapering, black and white mottled stone.
Narrow end is a break, wide end is original and flat, apparently lathe turned, fine parallel scratches being visible around it along entire length. 'Sides' and end both polished, though now only intermittently surviving.
Appears to be part of object, too careful for mere drill-core.","4","149","","","","85. 12. 20.","84F 115/10A; 88F 24/5A-6A","Fragment of unknown object","On ""Main land"", near Qasr Ibrim","","https://www.flickr.com/photos/115096994@N02/27126914071","QasrIbrim85.12.20.169","Denis Antoine"
658,62451,"","","Found March 1984.
Length of round-section, slightly tapering, black and white mottled stone. Narrow end is a break, wide end is original and flat. Apparently lathe turned, fine parallel scratches being visible around it along entire length. 'Sides' and end both polished, though now only intermittently surviving.
Appears to be part of object, too careful for mere drill-core.","4","149","","(Sand?) -stone","","85.12.20","84F 115/10A; 88F 24/5A-6A","Fragment of Unknown Object","On ""mainland"" near Qasr Ibrim","Length 2.7 cms. DIA narrow end 1.2 cms., Wide end 1.3 cms.","https://www.flickr.com/photos/115096994@N02/27126914071","QasrIbrim85.12.20.169","Susan Magyarody"
433,62452,"","","No date of finding recorded, but 1984. Garment, Complete. cf. 82.12.20/207. Material 2-Spun, undyed cotton Tabby (plain weave). Made in three pieces: 1) Strip 14 x 9 CMs. folded over at halfway point and the two sides sown together with undyed 2-spun 5-ply cotton leaving one end open. The sewing also attaches it to: 2) 3) Cylinders of  ditto cloth representing arms, 9 x 8 and 8 x 8 CMs, turned in and sewn closed along the bottom edge, using ditto thread, leaving both ends open. No selvedge or hem at either end 1) except that open end, one face, has selvedged seam from previous use.

A hole has been forced through (A) in centre of top, for ""neck"" of doll, but only c.o. .5 cm wide.

The garment is out of normal proportion, the length being far too short for the distance over the arms, as also the hole far too small to take a head in proportion.

Conventionally at QI called Dolls' Dresses, but are the figures really for children or fertility/magic symbols?

Not to scale.  ","4","150","","Cotton","","85.12.20","84F 116/12-13; 88F 5/29A-30A","Doll's Dress","939 Plaza","Width over arms 27 cm; Height 7 cm","https://www.flickr.com/photos/115096994@N02/27100060922","QasrIbrim85.12.20.171","Joellen mcGann"
580,62452,"","","No date of finding recorded but 1984.
Garment, complete. Cf. 82.12.20/207
Material 2-spun undyed cotton tabby (plain weave)
Made in three pieces:
(1) Strip 14 x 9 cms, folded over at halway point and the two sides sewn together with undyed, 2-spun, 5-[...] cotton leaving one end open. The sewing also attaches it to: -
(2) (3) Cylinders of ditto cloth representing arms, 9 x 8 and 8 x 8 cms, turned in and sewn closed long the bottom edge, using ditto thread, leaving both ends open. No selvedge or hem at either end, (1) except the open end, one face, has selvedge seam from previous use.
A hole has been forced through (A) in centre of top, for ""neck"" of doll, but only c 0.5 cms wide.
The garment out of normal proportion, the length being far too short for the distance over the arms, as also the hole for too small to take a head in proportion.
Conventionally at QI called doll's dresses, but are the figures really for children or fertility/magic symbols?","+","150","","Cotton","","85. 12. 20.","84F 116/12-13; 88F 5/29A-30A","Dol's dress","939 Plaza","Width over arms 27 cms; height 7 cms","https://www.flickr.com/photos/115096994@N02/27100060922","QasrIbrim85.12.20.171","Denis Antoine"
658,62452,"","","No date of dinging recorded, but 1984.
Garment, Complete  cf. 82.12.20/207

Material: 2-spun, undyed cotton Tabby (plain weave).
Made in three pieces:
1) Strip 14 x 9 cms., folded over at halfway point and the two sides sewn together with undyed 2-spun, 2-ply cotton, leaving one end open. The sewing also attaches it to:
2) 3) Cylinders of ditto cloth representing arms, 8 x 8 and 8 x 8 cms., turned in and sewn closed along the bottom edge, using ditto thread, leaving both ends open. No selvage or hem at either end,
1) except that open end, one face, that's selvage sewn from previous use.

A hole has been forced through A) in centre of top, for ""neck"" of doll, but only co. 5 cms. wide.

The garment is out of normal proportion, the length being far too short for the distance over the arms, as also the hole far too small to take a head in proportion.

Conventionally at QI called doll's dresses, but are the figures really for children or fertility/magic symbols?","+","150","","Cotton","","85.12.20","84F 116/12-13; 88F 5/29A-30A","Doll's Dress","939 Plaza","Width over arms: 27 cms.; height: 7 cms.","https://www.flickr.com/photos/115096994@N02/27100060922","QasrIbrim85.12.20.171","Susan Magyarody"
433,62453,"","","A) Bag of Brown-Dyed Tabby (Plain Weave) Wool, 5-Spun. Made of a single piece of cloth sewn closed along bottom and side with s-spun, 2-ply undyed cotton and s-spun, 2-ply (multiple ?4 or 5) brown wool at the bag. Halfway up the sewn side, single repair stitch of undyed s-spun, 2-ply cotton. 

No hem at open end.

Several small holes, largest is halfway along the sewn side, being ""repaired"" with the single stitch one in bottom corner, one bottom centre, and 3 in upper part of one face; no obvious guide to method of use.

A) In FOS, Cambridge

B) Bag of undyed s-spun cotton. Made of a single strip of undyed cloth approx. 28 x 11.5 cms, folded over and sewn along both sides with s-spun, cotton, some 2-ply some single ply, undyed. No hem at either end.

Rough stitching work.

Cloth has deteriorated sot hat many random small holes occur, but although two of the largest occur near the base of one side, no obvious wear-pattern along bottom to suggest contents.

Vertical split about 7 cms long on one surface repaired with s-spun, 2-ply, undyed cotton.

(A)(B) Not Drawn

No date of finding recorded, but 1984 ","4","151","","A) Wool, Cotton; B) Cotton","A) None","85.12.20","(A)(B) 84F 116/10-11; (A) 88F 5/35A-36A; (B) 88F 14/15A-16A","Bags","939 Plaza","Length Width A) 20 x 19.5 cms; B) 14 x 11.5 cms","https://www.flickr.com/photos/115096994@N02/27100060702","QasrIbrim85.12.20.173","Joellen mcGann"
580,62453,"","","(A) Bag of brown-dyed tabby (plain weave) wool, s-spun, made of a single piece of cloth sewn closed along bottom and one side with s-spun, 2-ply undyed cotton and s-spun, 2-ply (multiple 4 or ?5) brown wool as the bag. Halway up the sewn side, single repair stitch of undyed 8-spun, 2-plys cotton.
No hem at open end.
Several small holes. Largest is halfway along the sewn side, being 'repaired' with the single stich. One in bottom corner, one bottom centre, one just above halfway along unsewn fold, 3 in upper part of one face; no obvious guide to method of use.
(A) in FOS, Cambridge.
(B) Bag of undyed s-spun cotton.
Made of a single strip of undyed cloth approx 28 x 11.5 cms, folded over and sewn along both sides with s-spun, cotton, some 2-ply some single ply, undyed. No hem at open end.
Rough stitching work.
Cloth has deteriorated so that many random small holes occur, but although two of the largest occur near the base of one side, no obvious wear-pattern along bottom to suggest contents.
Vertical split about 7 cms long on one surface repared with s-spun, 2-ply undyed cotton.
(A) (B) not drawn
No date of finding recorded, but 1984.","+","151","","(A) Wool, cotton; (B) Cotton","(A)(None)","85. 12. 20.","(A) (B) 84F 116/10-11; (A) 88F 5/35A-36A; (B) 88F 14/15A-16A","Bags","939 Plaza","(A) Length width 20 x 19.5 cms; (B) Length width 14 x 11.5 cms","https://www.flickr.com/photos/115096994@N02/27100060702","QasrIbrim85.12.20.173","Denis Antoine"
658,62453,"","","A) Bag of brown-dyed Tabby (plain weave) wool, s-spun, made of a single piece of cloth sewn closed along bottom and one side with s-spun, 2-ply undyed cotton and s-spun, 2-ply (multiple 4 or 5?) brown wool at the bag. Halfway up the sewn side, single repair stitch of undyed, s-spun, 2-ply cotton.

No hem at open end.

Several small holes, largest is halfway along the sewn side, being 'repaired' with the single stitch. One in bottom corner, one bottom centre, one just above halfway along unsewn fold, 3 in upper part of one face; no obvious guide to method of use.

A) In FOS, Cambridge.

B) Bag of undyed  s-spun cotton. Made of a single strip of undyed cloth approx. 28 x 11.5 cms., folded over and sewn along both sides with s-spun, cotton, some 2-ply, some single ply, undyed. No hem to open end. 
 
Rough stitching work.
Cloth has deteriorated so that many random small holes occur, but although two of the largest occur near the base of one side, no obvious wear-pattern along bottom to suggest contents.
Vertical split about 7 cms. long on one surface repaired with s-spun, 2-ply undyed cotton.

A) B) Not drawn.
No date of finding recorded, but 1984.","+","151","","A) Wool, cotton; B) Cotton","A) (None)","85.12.20","A) B) 84F 116/10-11; A) 88F 5/35A-36A; B) 88F 14/15A-16A","Bags","939 Plaza","A) Length = 20 cms. x Width = 19.5 cms. B) Length = 14 cms. x width = 11.5 cms.","https://www.flickr.com/photos/115096994@N02/27100060702","QasrIbrim85.12.20.173","Susan Magyarody"
433,62454,"","","Found 20.2.84

Small piece of netting, much torn.
Made of s-spun, 2-ply cotton
Two stitches of slightly thicker cotton thread, s-spun, 2-ply beside breaks, presumably repairs.

No hems, edges, etc.

Approx square mesh, 6 or 7 holes per 3 cms.

Not drawn.","2","152","","Cotton","","85.12.20","84F 124/4A; 88F 22/16-17; 88F 16/3A (scratched)","Fragment of Net","785 House, Room 12","Very Approx. 20 x 7 cms","https://www.flickr.com/photos/115096994@N02/26920994140","QasrIbrim85.12.20.175","Joellen mcGann"
580,62454,"","","Found 20. 2. 84.
Small piece of netting, much torn.
Made of s-spun, 2-ply cotton
Two stitches of slightly thicker cotton thread, s-spun, 2-ply, beside breaks, presumably repairs.
No hems, edges etc.
Approx square mesh, 6 or 7 holes per 3 cms.
Not drawn.
","2","152","","Cotton","","85.12. 20.","84F 124/4A; 88F 22/16-17; 88F 16/3A (scratched)","Fragment of net","785 House - Room 12","Very approx 20 x 7 cms.","https://www.flickr.com/photos/115096994@N02/26920994140","QasrIbrim85.12.20.175","Denis Antoine"
677,62454,"","","Found 20.2.84. 
Small piece of netting, much torn.
Made of s-spun, 2-ply cotton.
Two stitches of slightly thicker cotton thread, s-spun, 2-ply.
Beside breaks, presumably repairs. 
No hems, edges etc,
Approx square mesh, 6 or 7 holes per 3 cms.
Not drawn.","2","152","","Cotton","","85.12.20","84F 124/ 4A. 88F 22/ 16-17. 88F 16/ 3A (Scratched). ","Fragment of net. ","785 House. Room 12. ","Very approx 20 x 7cms","https://www.flickr.com/photos/115096994@N02/26920994140","QasrIbrim85.12.20.175","Michael George Adams"
433,62455,"","","Found 29.1.1984

A) Complete small peg, fairly compact wood. Stained dark brown. Fashioned with a blade. Rectangular section throughout.
Rounded rather than pointed tip.
Slight narrowing below head, just below that, wear polish. 
Flat end to head, not burred.

B) Complete small peg, softer, grainy, light-coloured wood, stained dark brown. But this partly lost. (cf. 85.12.20/156B). Unusual design of oval section, with wedge-shaped end. Grain in head shows made from about 1/3 of circumference of a stick.
One side grooved, apparently original rather than damage but cannot tell if intentional.","1","153","","Wood","","85.12.20","(A)(B) 84F 115/30A-31A; (A) 88F 3/17-18; (B) 88F 3/9-10","Pegs","968 Pit","A) Length 14.5 cms, Width (head) 2.1 cms, max thickness 0.9 cm; B) Length 10.4 cms, Width (head) 2.8 cms, Width shank (max) 2.9 cms, max Thickness 1.5 cms","https://www.flickr.com/photos/115096994@N02/27126912691","QasrIbrim85.12.20.177","Joellen mcGann"
580,62455,"","","Found 20. 1. 1984.
(A) Complete small peg, fairly compact
Wood stained dark brown. Fashioned with a blade. Rectangular section throughout. Rounded, rather than pointed tip. Slight narrowing below head; just below THAT, wear polish. Flat end to head, not burred.
(B) Complete small peg. Softer, grainy, light-coloured wood, stained dark brown but this partly lost. (cf 85.12.20/156B)
Unusual design of oval section, with wedge-shaped end. Grain in head S hole made from about 1/3 of circumference of a stick.
One side grooved, apparently original rather than damage but cannot tell if intentional.","1","153","","Wood","","85. 12. 20.","(A) (B) 84F 115/30A-31A; (A) 88F 3/17-18 (Top); (B) 88F 3/9-10 (Right)","Pegs","968 Pit","(A) Length 14.5 cms; width (head) 2.1 cms; max thickness 0.9 cms; (B) length 10.4 cms; width (head) 2.8 cms; width shank (max) 2.9 cms; max thickness 1.5","https://www.flickr.com/photos/115096994@N02/27126912691","QasrIbrim85.12.20.177","Denis Antoine"
677,62455,"","","Found 20.1.1984.
A. Complete small peg. Fairly compact wood. Stained dark brown. Fashioned with a blade. Rectangular section throughout. Rounded, rather than pointed, tip. Slight narrowing below head; just below that, wear polish. Flat end to head, not burred. B. Complete small peg, softer, grainy, light-coloured wood. Stained dark brown but this partly lost. (c.f 85.12. 20/ 156B) unusual design of oval section, with wedge-shaped end. Grain in head s hole made from about 1/3 of circumference of a stick. One side grooved, apparently original rather than damage but cannot tell if intentional. A. Overleaf. B. 1:1. ridge. groove, c 7cms. pointy small section left?   
","1","153","","Wood","","85.12.20","AB 84F 115/ 30A-31A. A 88F 3/ 17-18 (Top). B 88F 3/ 9-10 (Right).","Pegs","968 Pit.","A. Length 14.5 cms. Width (head) 2.1cms. Max thickness 0.9 cms. B. Length 10.4 cms. Width (head) 2.8 "". Shank (max) 2.9 "". Max thickness 1.5 "".","https://www.flickr.com/photos/115096994@N02/27126912691","QasrIbrim85.12.20.177","Michael George Adams"
433,62456,"","","Found 18.2.1984

(A)(B) Pointed ends of probable hair-pins.
Round section, smoothed, stained brown
one end pointed the other a break. Subsequently broke in half, repaired.

(A) Slightly curved.

(B) Virtually identical, less preserved.

(A)(B) In F.O.S. Cambridge","1 - Upper fill","154","","Wood","(A) (B) None","85.12.20","(A)(B) 84F 123/4A; (A)(B) 88F 2/31A","Fragment of Pins","1050 House, Room 1","Length, Max Dia.; (A) 12.7, 0.5 cms; (B) 6.0, 0.5 cms","https://www.flickr.com/photos/115096994@N02/26590932633","QasrIbrim85.12.20.179","Joellen mcGann"
580,62456,"","","Found 18. 2. 1984
(A) (B) Pointed ends of probable hair-pins.
Round section, smoothed, stained brown.
One end pointed, the other a break. Subsequently broke in half, repaired.
(A) Slightly curved.
(A) (B) In F.O.S., Cambridge.","1 - Upper fill","154","","Wood","(A) (B) (None)","82. 12. 20.","(A) (B) 84F 123/4A; (A) (B) 88F 2/31A","Fragments of pins","1050 House - Room","(A) Length 12.7 cms; Max dia 0.5 cms; (B) Length 6.0 cms; Max dia 0.5 cms","https://www.flickr.com/photos/115096994@N02/26590932633","QasrIbrim85.12.20.179","Denis Antoine"
658,62456,"","","Found 18.2.1984
A) B) Pointed ends of probable hair-pins.

Round section, smoothed, stained brown,
One end pointed, the other a break. Subsequently broke in half; repaired.
A) Slightly curved.

A) B) In F.O.S. Cambridge.","1 - Upper Fill","154","","Wood","A) B) (None)","85.12.20","A) B) 84F 123/4A; A) B) 88F 2/31A","Fragment of Pins","1050 House","A) Length 12.7cms., Max. Dia. 0.5 cms.; B) Length: 6.0 cms., Max. Dia.: 0.5 cms.","https://www.flickr.com/photos/115096994@N02/26590932633","QasrIbrim85.12.20.179","Susan Magyarody"
433,62457,"","","Found 2.2.1984. 

Half-round fragment, back flat, appears to be slightly faceted, as though fashioned with a blade, not lathe-turned. 

Tapering narrow end a break, but appears likely to have come to a point, other end also a break, of a stem only c. 0.8-0.9 wide.

Stained dark brown.
One edge slightly charred.
Small nick on left side could be for a pin, but more likely accidental.","1 Pit fill (possibly refill)","155","","Wood","","85.12.20","84F 124/24A-25A; 88F 9/17A-18A (right)","Fragment of Screen, Mishrabiyan, Etc","946 Pit","Length 7.2 cms; Max width 2.0 cms; Max thickness 1.0 cms","https://www.flickr.com/photos/115096994@N02/26590932043","QasrIbrim85.12.20.181","Joellen mcGann"
580,62457,"","","Found 2. 2. 1984.
Half-round fragment. Back flat, appears to be slightly facetted, as though fashioned with a blade, and lathe-turned.
Tapering, narrow end at break, but appears likely to have come to a point. Other end also a break, of a stem only c 0.8-0.9 wide.
Stained dark brown.
One edge slightly charred.
Small nick on left side could be for a pin but more likely accidental.","1 Pit fill (possibly refill)","155","","Wood","","85. 12. 20.","84F 124/24A-25A; 88F 9/17A-18A (right)","Fragment of screen, Mishrabiyan, etc","946 Pit ","Length 7.2 cms; max width 2.0 cms; ma thickness 1.0 cms","https://www.flickr.com/photos/115096994@N02/26590932043","QasrIbrim85.12.20.181","Denis Antoine"
658,62457,"","","Found 2.2.1984
Half-round fragment. Back flat. Appears to be slightly faceted, as though fashioned with a blade, not lathe-turned. Tapering. Narrow end a break, but appears likely to have come to a point. Other end also a break, of a stem only C.O. 0.8-0.9 wide.
Stained dark brown. One edge slightly charred. Small nick on left side could be for a pin but more likely accidental. ","1 Pit Fill (possibly refill)","155","","Wood","","85.12.20","84F 124/24A-25A; 88F 9/17A-18A (right)","Fragment Of Screen, Mishrabiyah, etc.","946 Pit","Length: 7.2 cms.; max. width: 2.0 cms.; max. thickness: 1.0 cms.","https://www.flickr.com/photos/115096994@N02/26590932043","QasrIbrim85.12.20.181","Susan Magyarody"
580,62458,"","","Found 2. 2. 1984
(A) Length of wood originally a rectangular-section projection forward of a piece now mostly broken off. Full thickness not preserved, all back being a break..
Both ends saw-cut off, the wider probably being post-use, narrower perhaps original.
3 broad decorative longitudinal grooves. This face (""front"") and the two faces of the recess are white painted, also the long side  (only a little).","1 Pit fill (possibly refill)","156","","Wood","","85. 12. 20.","(A) (B) 84F 124/24A-25A; (A) 88F 3/12-14 (left); (B) 88F 3/6-8 (top); (A) 88F 10/16A (scratched); (A) 88F 12/31","Fragments of unknown objects","946 Pit","(A) 8.3 x 4.2 cms; thickness 2.0 cms; (B) Length 11.1 cms; ""Dia"" 2.3 x 2.0 cms","https://www.flickr.com/photos/115096994@N02/26590931793","QasrIbrim85.12.20.183","Denis Antoine"
658,62458,"","","Found 2.2.1984

A) Length of wood originally a rectangular-section projection forward of a piece now mostly broken off. Full thickness not preserved, all back being a break. Both ends saw-cut off, the wider probably being post-use, narrower perhaps original.

3 broad decorative longitudinal grooves. This face (""Front"") and the two faces of the recess are white painted, also the long side (only a little).","1 Pit Fill (possibly refill)","156","","","","85.12.20","A) B) 84F 124/24A-25A; A) 88F 3/12-14 (left); B) 88F 3/6-8 (top); A) 88F 10/16A (scratched); A) 88F 12/31","Fragments Of Unknown Objects","946 Pit","A) 8.3 x 4.2 cms. thickness 2.0; B) Length 11.1` ""Dia.","https://www.flickr.com/photos/115096994@N02/26590931793","QasrIbrim85.12.20.183","Susan Magyarody"
677,62458,"","","Found 2.2.1984.
A. Length of wood originally a rectangular - section projection forward of a piece now mostly broken off. Full thickness not preserved, all back being a break. Both ends saw-cut off, the wider probably being post-use, narrower perhaps original. 3 broad decorative longitudinal grooves. This face (""Front"") and the two faces of the recess are white painted, also the long side (only a little). Surface white. A L A. Some white on this surface. All break. A. 1:1. A A These surfaces white (including grooves). PTO. ","1 Pit Fill (Possibly refill).","156","","Wood.","","85.12.20","AB 84F 124/ 24A-25A. A 88F 3/ 12-14 (left). B 88F 3/ 6-8 (top). A 88F 10/ 16A (scratched). A 88F 12/ 31.  ","Fragments of unknown objects ","946 Pit. ","A. 8.3 x 4.2 cms. Thickness 2.0. B. Length 11.1 ""DIA"" 2.3 x 2.0 cms.","https://www.flickr.com/photos/115096994@N02/26590931793","QasrIbrim85.12.20.183","Michael George Adams"
